item_id,order_id,product_id,sku,product_name,category,quantity,unit_price,line_total,cost_per_unit,line_cost
337,168,12,PROD012,Almond Croissant,Pastries,2,5.5,11.0,2.0,4.0
338,169,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
339,169,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
340,170,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
341,170,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
342,171,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
343,171,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
344,172,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
345,172,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
346,173,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
347,174,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
348,174,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
349,175,12,PROD012,Almond Croissant,Pastries,2,5.5,11.0,2.0,4.0
350,175,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
351,176,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
352,176,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
353,177,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
354,178,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
355,178,22,PROD022,Greek Salad,Food,2,12.5,25.0,5.8,11.6
356,179,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
357,179,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
358,179,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
359,180,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
360,180,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
361,181,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
362,181,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
363,181,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
364,182,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
365,182,8,PROD008,Iced Coffee,Coffee,2,5.0,10.0,1.4,2.8
366,183,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
367,184,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
368,184,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
369,185,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
370,185,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
371,185,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
372,185,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
373,186,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
374,186,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
375,187,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
376,187,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
377,188,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
378,189,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
379,189,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
380,189,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
381,190,16,PROD016,Banana Bread,Food,2,5.5,11.0,2.0,4.0
382,191,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
383,191,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
384,192,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
385,192,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
386,193,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
387,193,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
388,194,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
389,195,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
390,195,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
391,196,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
392,196,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
393,196,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
394,197,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
395,197,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
396,197,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
397,198,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
398,199,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
399,199,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
400,199,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
401,200,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
402,200,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
403,201,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
404,201,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
405,202,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
406,202,2,PROD002,Cappuccino,Coffee,2,4.5,9.0,1.25,2.5
407,203,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
408,204,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
409,205,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
410,205,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
411,206,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
412,207,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
413,207,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
414,207,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
415,208,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
416,208,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
417,209,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
418,209,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
419,209,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
420,210,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
421,210,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
422,211,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
423,212,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
424,212,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
425,212,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
426,213,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
427,213,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
428,213,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
429,214,10,PROD010,Chai Latte,Hot Drinks,2,4.5,9.0,1.2,2.4
430,214,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
431,215,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
432,215,7,PROD007,Iced Latte,Coffee,2,5.5,11.0,1.6,3.2
433,216,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
434,217,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
435,217,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
436,218,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
437,218,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
438,219,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
439,220,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
440,221,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
441,221,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
442,222,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
443,222,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
444,223,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
445,223,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
446,224,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
447,225,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
448,226,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
449,226,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
450,227,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
451,227,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
452,228,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
453,228,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
454,229,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
455,229,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
456,230,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
457,230,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
458,231,24,PROD024,BLT Sandwich,Food,2,10.5,21.0,4.8,9.6
459,231,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
460,231,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
461,232,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
462,232,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
463,232,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
464,233,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
465,233,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
466,234,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
467,234,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
468,235,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
469,236,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
470,236,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
471,237,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
472,237,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
473,238,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
474,238,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
475,239,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
476,240,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
477,240,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
478,241,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
479,242,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
480,243,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
481,243,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
482,243,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
483,244,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
484,244,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
485,245,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
486,245,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
487,246,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
488,247,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
489,248,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
490,248,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
491,249,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
492,250,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
493,250,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
494,251,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
495,251,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
496,252,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
497,253,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
498,253,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
499,253,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
500,253,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
501,254,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
502,254,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
503,255,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
504,255,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
505,256,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
506,256,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
507,256,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
508,257,2,PROD002,Cappuccino,Coffee,2,4.5,9.0,1.25,2.5
509,258,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
510,258,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
511,259,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
512,259,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
513,260,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
514,261,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
515,261,9,PROD009,Hot Chocolate,Hot Drinks,2,4.5,9.0,1.3,2.6
516,262,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
517,262,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
518,263,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
519,263,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
520,264,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
521,265,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
522,265,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
523,265,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
524,265,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
525,266,24,PROD024,BLT Sandwich,Food,2,10.5,21.0,4.8,9.6
526,266,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
527,267,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
528,267,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
529,268,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
530,268,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
531,269,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
532,269,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
533,270,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
534,271,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
535,271,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
536,271,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
537,271,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
538,272,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
539,272,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
540,272,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
541,273,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
542,273,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
543,274,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
544,274,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
545,274,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
546,275,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
547,276,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
548,276,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
549,277,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
550,277,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
551,278,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
552,278,1,PROD001,Flat White,Coffee,2,4.5,9.0,1.2,2.4
553,278,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
554,279,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
555,280,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
556,281,16,PROD016,Banana Bread,Food,2,5.5,11.0,2.0,4.0
557,282,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
558,282,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
559,283,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
560,283,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
561,284,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
562,284,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
563,284,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
564,285,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
565,285,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
566,285,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
567,286,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
568,286,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
569,286,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
570,287,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
571,287,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
572,288,24,PROD024,BLT Sandwich,Food,2,10.5,21.0,4.8,9.6
573,288,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
574,288,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
575,289,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
576,289,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
577,289,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
578,290,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
579,290,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
580,291,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
581,292,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
582,292,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
583,292,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
584,293,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
585,293,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
586,294,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
587,294,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
588,294,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
589,295,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
590,295,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
591,296,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
592,296,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
593,297,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
594,297,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
595,298,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
596,298,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
597,299,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
598,299,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
599,300,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
600,300,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
601,301,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
602,302,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
603,303,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
604,304,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
605,304,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
606,305,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
607,305,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
608,306,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
609,306,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
610,307,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
611,308,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
612,309,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
613,309,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
614,310,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
615,310,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
616,311,15,PROD015,Muffin Choc Chip,Pastries,1,5.0,5.0,1.6,1.6
617,311,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
618,311,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
619,312,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
620,312,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
621,313,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
622,314,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
623,314,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
624,315,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
625,316,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
626,316,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
627,317,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
628,317,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
629,318,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
630,318,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
631,319,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
632,320,17,PROD017,Avocado Toast,Food,2,12.0,24.0,5.5,11.0
633,320,2,PROD002,Cappuccino,Coffee,2,4.5,9.0,1.25,2.5
634,320,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
635,320,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
636,321,5,PROD005,Espresso,Coffee,2,3.5,7.0,0.9,1.8
637,322,12,PROD012,Almond Croissant,Pastries,1,5.5,5.5,2.0,2.0
638,322,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
639,323,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
640,323,22,PROD022,Greek Salad,Food,2,12.5,25.0,5.8,11.6
641,324,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
642,324,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
643,325,17,PROD017,Avocado Toast,Food,1,12.0,12.0,5.5,5.5
644,326,6,PROD006,Mocha,Coffee,1,5.0,5.0,1.5,1.5
645,326,4,PROD004,Long Black,Coffee,1,4.0,4.0,1.1,1.1
646,327,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
647,328,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
648,328,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
649,328,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
650,329,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
651,329,10,PROD010,Chai Latte,Hot Drinks,1,4.5,4.5,1.2,1.2
652,329,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
653,329,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
654,330,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
655,330,16,PROD016,Banana Bread,Food,2,5.5,11.0,2.0,4.0
656,331,16,PROD016,Banana Bread,Food,1,5.5,5.5,2.0,2.0
657,332,11,PROD011,Croissant,Pastries,1,4.5,4.5,1.5,1.5
658,332,19,PROD019,Ham & Cheese Toastie,Food,1,8.5,8.5,3.8,3.8
659,333,2,PROD002,Cappuccino,Coffee,1,4.5,4.5,1.25,1.25
660,333,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
661,333,7,PROD007,Iced Latte,Coffee,1,5.5,5.5,1.6,1.6
662,334,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
663,335,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
664,336,11,PROD011,Croissant,Pastries,2,4.5,9.0,1.5,3.0
665,337,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
666,338,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
667,338,3,PROD003,Latte,Coffee,1,4.5,4.5,1.3,1.3
668,339,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
669,339,22,PROD022,Greek Salad,Food,1,12.5,12.5,5.8,5.8
670,340,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
671,340,23,PROD023,Chicken Sandwich,Food,1,11.5,11.5,5.2,5.2
672,340,24,PROD024,BLT Sandwich,Food,1,10.5,10.5,4.8,4.8
