order_id,receipt_number,order_datetime,order_date,order_time,day_of_week,staff_member,payment_method,order_type,status,total_amount,total_cost,gross_profit
209,R000209,2024-10-15 14:38:00,2024-10-15,14:38:00,Tuesday,Tom,Card,Dine In,Completed,20.5,8.3,12.2
210,R000210,2024-10-16 07:25:00,2024-10-16,07:25:00,Wednesday,Tom,Card,Dine In,Completed,9.5,2.9,6.6
211,R000211,2024-10-16 08:00:00,2024-10-16,08:00:00,Wednesday,Emma,Card,Dine In,Completed,4.0,1.1,2.9
212,R000212,2024-10-16 08:27:00,2024-10-16,08:27:00,Wednesday,Tom,Card,Dine In,Completed,19.5,7.3,12.2
213,R000213,2024-10-16 08:41:00,2024-10-16,08:41:00,Wednesday,Emma,Card,Dine In,Completed,20.5,7.9,12.6
214,R000214,2024-10-16 09:01:00,2024-10-16,09:01:00,Wednesday,Mike,Card,Dine In,Completed,14.5,4.4,10.1
215,R000215,2024-10-16 09:08:00,2024-10-16,09:08:00,Wednesday,Emma,Card,Takeaway,Completed,16.0,4.6,11.4
216,R000216,2024-10-16 09:37:00,2024-10-16,09:37:00,Wednesday,Emma,Card,Dine In,Completed,9.5,4.2,5.3
217,R000217,2024-10-16 10:03:00,2024-10-16,10:03:00,Wednesday,Tom,Card,Dine In,Completed,10.0,3.2,6.8
218,R000218,2024-10-16 10:10:00,2024-10-16,10:10:00,Wednesday,Tom,Card,Takeaway,Completed,15.0,6.1,8.9
219,R000219,2024-10-16 10:27:00,2024-10-16,10:27:00,Wednesday,Sarah,Card,Dine In,Completed,4.5,1.25,3.25
220,R000220,2024-10-16 12:10:00,2024-10-16,12:10:00,Wednesday,Sarah,Mobile,Takeaway,Completed,10.0,4.5,5.5
221,R000221,2024-10-16 12:38:00,2024-10-16,12:38:00,Wednesday,Mike,Card,Dine In,Completed,10.0,3.1,6.9
222,R000222,2024-10-16 12:44:00,2024-10-16,12:44:00,Wednesday,Sarah,Card,Dine In,Completed,13.5,5.300000000000001,8.2
223,R000223,2024-10-16 12:49:00,2024-10-16,12:49:00,Wednesday,Emma,Mobile,Takeaway,Completed,14.5,6.0,8.5
224,R000224,2024-10-16 13:19:00,2024-10-16,13:19:00,Wednesday,Tom,Card,Dine In,Completed,12.0,5.5,6.5
225,R000225,2024-10-16 13:29:00,2024-10-16,13:29:00,Wednesday,Sarah,Cash,Dine In,Completed,4.5,1.25,3.25
226,R000226,2024-10-16 13:57:00,2024-10-16,13:57:00,Wednesday,Sarah,Card,Dine In,Completed,17.5,7.5,10.0
227,R000227,2024-10-16 15:44:00,2024-10-16,15:44:00,Wednesday,Mike,Card,Dine In,Completed,14.0,5.7,8.3
228,R000228,2024-10-17 09:00:00,2024-10-17,09:00:00,Thursday,Mike,Card,Takeaway,Completed,13.0,5.0,8.0
229,R000229,2024-10-17 09:38:00,2024-10-17,09:38:00,Thursday,Emma,Cash,Dine In,Completed,20.0,9.0,11.0
230,R000230,2024-10-17 10:50:00,2024-10-17,10:50:00,Thursday,Tom,Card,Dine In,Completed,16.5,6.9,9.6
231,R000231,2024-10-17 10:58:00,2024-10-17,10:58:00,Thursday,Mike,Mobile,Dine In,Completed,46.5,21.3,25.2
232,R000232,2024-10-17 11:01:00,2024-10-17,11:01:00,Thursday,Sarah,Card,Takeaway,Completed,18.5,6.699999999999999,11.8
233,R000233,2024-10-17 11:20:00,2024-10-17,11:20:00,Thursday,Tom,Cash,Dine In,Completed,14.5,5.7,8.8
234,R000234,2024-10-17 11:24:00,2024-10-17,11:24:00,Thursday,Tom,Card,Takeaway,Completed,13.0,5.05,7.95
235,R000235,2024-10-17 11:37:00,2024-10-17,11:37:00,Thursday,Sarah,Cash,Dine In,Completed,4.5,1.5,3.0
236,R000236,2024-10-17 12:03:00,2024-10-17,12:03:00,Thursday,Mike,Card,Takeaway,Completed,10.5,3.3,7.2
237,R000237,2024-10-17 14:20:00,2024-10-17,14:20:00,Thursday,Sarah,Card,Takeaway,Completed,15.0,6.05,8.95
238,R000238,2024-10-17 15:48:00,2024-10-17,15:48:00,Thursday,Tom,Card,Takeaway,Completed,18.0,7.8,10.2
239,R000239,2024-10-18 08:08:00,2024-10-18,08:08:00,Friday,Lisa,Card,Takeaway,Completed,10.0,4.5,5.5
240,R000240,2024-10-18 09:02:00,2024-10-18,09:02:00,Friday,Lisa,Card,Dine In,Completed,15.5,6.3,9.2
241,R000241,2024-10-18 09:48:00,2024-10-18,09:48:00,Friday,Emma,Card,Dine In,Completed,5.5,2.0,3.5
242,R000242,2024-10-18 11:25:00,2024-10-18,11:25:00,Friday,Sarah,Card,Dine In,Completed,10.0,4.5,5.5
243,R000243,2024-10-18 13:14:00,2024-10-18,13:14:00,Friday,Sarah,Card,Dine In,Completed,21.0,7.9,13.1
244,R000244,2024-10-18 15:45:00,2024-10-18,15:45:00,Friday,Emma,Cash,Dine In,Completed,15.0,6.1,8.9
245,R000245,2024-10-19 07:01:00,2024-10-19,07:01:00,Saturday,Emma,Mobile,Dine In,Completed,10.5,3.8,6.7
246,R000246,2024-10-19 08:04:00,2024-10-19,08:04:00,Saturday,Emma,Card,Dine In,Completed,4.5,1.2,3.3
247,R000247,2024-10-19 08:43:00,2024-10-19,08:43:00,Saturday,Tom,Cash,Dine In,Completed,5.0,1.6,3.4
248,R000248,2024-10-19 08:47:00,2024-10-19,08:47:00,Saturday,Sarah,Cash,Takeaway,Completed,15.5,6.1,9.4
249,R000249,2024-10-19 09:18:00,2024-10-19,09:18:00,Saturday,Tom,Card,Dine In,Completed,4.0,1.1,2.9
250,R000250,2024-10-19 09:20:00,2024-10-19,09:20:00,Saturday,Emma,Card,Takeaway,Completed,9.5,2.65,6.85
251,R000251,2024-10-19 09:42:00,2024-10-19,09:42:00,Saturday,Sarah,Card,Takeaway,Completed,8.5,2.35,6.15
252,R000252,2024-10-19 09:49:00,2024-10-19,09:49:00,Saturday,Tom,Card,Takeaway,Completed,5.0,1.5,3.5
253,R000253,2024-10-19 09:51:00,2024-10-19,09:51:00,Saturday,Tom,Card,Takeaway,Completed,29.5,11.7,17.8
254,R000254,2024-10-19 09:54:00,2024-10-19,09:54:00,Saturday,Emma,Card,Takeaway,Completed,9.5,2.8,6.7
255,R000255,2024-10-19 10:16:00,2024-10-19,10:16:00,Saturday,Sarah,Cash,Takeaway,Completed,9.5,2.75,6.75
256,R000256,2024-10-19 10:42:00,2024-10-19,10:42:00,Saturday,Emma,Cash,Takeaway,Completed,15.0,5.05,9.95
257,R000257,2024-10-19 11:05:00,2024-10-19,11:05:00,Saturday,Sarah,Card,Dine In,Completed,9.0,2.5,6.5
258,R000258,2024-10-19 12:14:00,2024-10-19,12:14:00,Saturday,Lisa,Card,Dine In,Completed,8.5,2.6,5.9
259,R000259,2024-10-19 12:57:00,2024-10-19,12:57:00,Saturday,Mike,Card,Dine In,Completed,9.0,2.9,6.1
260,R000260,2024-10-19 14:31:00,2024-10-19,14:31:00,Saturday,Mike,Card,Dine In,Completed,4.0,1.1,2.9
261,R000261,2024-10-19 14:32:00,2024-10-19,14:32:00,Saturday,Mike,Card,Takeaway,Completed,23.0,9.1,13.9
262,R000262,2024-10-19 15:06:00,2024-10-19,15:06:00,Saturday,Emma,Cash,Takeaway,Completed,13.0,5.0,8.0
263,R000263,2024-10-19 15:10:00,2024-10-19,15:10:00,Saturday,Lisa,Card,Takeaway,Completed,19.0,8.3,10.7
264,R000264,2024-10-19 15:53:00,2024-10-19,15:53:00,Saturday,Sarah,Cash,Dine In,Completed,12.5,5.8,6.7
265,R000265,2024-10-20 08:09:00,2024-10-20,08:09:00,Sunday,Tom,Mobile,Takeaway,Completed,19.5,6.1,13.4
266,R000266,2024-10-20 08:56:00,2024-10-20,08:56:00,Sunday,Sarah,Card,Takeaway,Completed,29.5,13.399999999999999,16.1
267,R000267,2024-10-20 09:32:00,2024-10-20,09:32:00,Sunday,Tom,Cash,Takeaway,Completed,17.0,7.05,9.95
268,R000268,2024-10-20 09:49:00,2024-10-20,09:49:00,Sunday,Sarah,Card,Takeaway,Completed,23.5,10.7,12.8
269,R000269,2024-10-20 09:51:00,2024-10-20,09:51:00,Sunday,Lisa,Card,Takeaway,Completed,10.0,3.2,6.8
270,R000270,2024-10-20 10:35:00,2024-10-20,10:35:00,Sunday,Tom,Card,Dine In,Completed,3.5,0.9,2.6
271,R000271,2024-10-20 11:07:00,2024-10-20,11:07:00,Sunday,Emma,Cash,Takeaway,Completed,32.0,13.4,18.6
272,R000272,2024-10-20 11:28:00,2024-10-20,11:28:00,Sunday,Sarah,Card,Dine In,Completed,27.0,11.5,15.5
273,R000273,2024-10-20 11:30:00,2024-10-20,11:30:00,Sunday,Sarah,Cash,Dine In,Completed,13.0,5.1,7.9
274,R000274,2024-10-20 11:33:00,2024-10-20,11:33:00,Sunday,Tom,Mobile,Takeaway,Completed,24.0,9.9,14.1
275,R000275,2024-10-20 12:09:00,2024-10-20,12:09:00,Sunday,Emma,Card,Dine In,Completed,5.5,1.6,3.9
276,R000276,2024-10-20 12:11:00,2024-10-20,12:11:00,Sunday,Emma,Mobile,Takeaway,Completed,17.0,7.1,9.9
277,R000277,2024-10-20 12:15:00,2024-10-20,12:15:00,Sunday,Lisa,Card,Dine In,Completed,13.5,5.4,8.1
278,R000278,2024-10-20 13:36:00,2024-10-20,13:36:00,Sunday,Emma,Card,Takeaway,Completed,24.5,9.0,15.5
279,R000279,2024-10-20 13:36:00,2024-10-20,13:36:00,Sunday,Emma,Card,Dine In,Completed,5.0,1.7,3.3
280,R000280,2024-10-21 08:13:00,2024-10-21,08:13:00,Monday,Emma,Card,Takeaway,Completed,4.5,1.25,3.25
281,R000281,2024-10-21 08:42:00,2024-10-21,08:42:00,Monday,Mike,Cash,Takeaway,Completed,11.0,4.0,7.0
282,R000282,2024-10-21 09:43:00,2024-10-21,09:43:00,Monday,Lisa,Card,Dine In,Completed,8.5,2.4,6.1
283,R000283,2024-10-21 10:14:00,2024-10-21,10:14:00,Monday,Sarah,Card,Dine In,Completed,10.5,3.7,6.8
284,R000284,2024-10-21 10:19:00,2024-10-21,10:19:00,Monday,Tom,Mobile,Takeaway,Completed,22.0,8.9,13.1
285,R000285,2024-10-21 10:50:00,2024-10-21,10:50:00,Monday,Sarah,Card,Dine In,Completed,19.0,7.1,11.9
286,R000286,2024-10-21 13:54:00,2024-10-21,13:54:00,Monday,Lisa,Card,Dine In,Completed,14.0,3.9,10.1
287,R000287,2024-10-21 14:41:00,2024-10-21,14:41:00,Monday,Tom,Card,Dine In,Completed,10.0,3.0,7.0
288,R000288,2024-10-22 08:47:00,2024-10-22,08:47:00,Tuesday,Lisa,Cash,Dine In,Completed,30.0,12.2,17.8
289,R000289,2024-10-22 08:56:00,2024-10-22,08:56:00,Tuesday,Emma,Card,Takeaway,Completed,15.0,4.2,10.8
290,R000290,2024-10-22 08:59:00,2024-10-22,08:59:00,Tuesday,Tom,Cash,Takeaway,Completed,9.5,2.65,6.85
291,R000291,2024-10-22 09:03:00,2024-10-22,09:03:00,Tuesday,Emma,Cash,Dine In,Completed,5.5,1.6,3.9
292,R000292,2024-10-22 10:07:00,2024-10-22,10:07:00,Tuesday,Sarah,Card,Dine In,Completed,20.0,7.6000000000000005,12.4
293,R000293,2024-10-22 10:45:00,2024-10-22,10:45:00,Tuesday,Sarah,Card,Takeaway,Completed,17.5,7.3,10.2
294,R000294,2024-10-22 11:22:00,2024-10-22,11:22:00,Tuesday,Tom,Card,Dine In,Completed,29.5,12.7,16.8
295,R000295,2024-10-22 12:12:00,2024-10-22,12:12:00,Tuesday,Tom,Card,Dine In,Completed,15.5,6.3,9.2
296,R000296,2024-10-22 14:16:00,2024-10-22,14:16:00,Tuesday,Lisa,Card,Takeaway,Completed,19.5,8.5,11.0
297,R000297,2024-10-22 14:28:00,2024-10-22,14:28:00,Tuesday,Lisa,Card,Takeaway,Completed,8.5,2.6,5.9
298,R000298,2024-10-22 14:36:00,2024-10-22,14:36:00,Tuesday,Emma,Card,Takeaway,Completed,9.5,2.5999999999999996,6.9
299,R000299,2024-10-22 15:35:00,2024-10-22,15:35:00,Tuesday,Tom,Card,Takeaway,Completed,14.5,5.75,8.75
300,R000300,2024-10-23 08:42:00,2024-10-23,08:42:00,Wednesday,Sarah,Card,Dine In,Completed,10.0,3.2,6.8
301,R000301,2024-10-23 08:52:00,2024-10-23,08:52:00,Wednesday,Lisa,Card,Takeaway,Completed,5.0,1.6,3.4
302,R000302,2024-10-23 09:38:00,2024-10-23,09:38:00,Wednesday,Lisa,Card,Dine In,Completed,10.5,4.8,5.7
303,R000303,2024-10-23 09:41:00,2024-10-23,09:41:00,Wednesday,Sarah,Card,Dine In,Completed,5.0,1.8,3.2
304,R000304,2024-10-23 10:18:00,2024-10-23,10:18:00,Wednesday,Lisa,Card,Dine In,Completed,10.0,2.9000000000000004,7.1
305,R000305,2024-10-23 10:28:00,2024-10-23,10:28:00,Wednesday,Emma,Card,Dine In,Completed,11.0,3.6,7.4
306,R000306,2024-10-23 11:44:00,2024-10-23,11:44:00,Wednesday,Tom,Card,Takeaway,Completed,10.0,2.8,7.2
307,R000307,2024-10-23 13:10:00,2024-10-23,13:10:00,Wednesday,Sarah,Cash,Dine In,Completed,5.0,1.5,3.5
308,R000308,2024-10-23 14:00:00,2024-10-23,14:00:00,Wednesday,Tom,Card,Dine In,Completed,9.5,4.2,5.3
309,R000309,2024-10-23 14:56:00,2024-10-23,14:56:00,Wednesday,Lisa,Mobile,Dine In,Completed,15.0,5.9,9.1
310,R000310,2024-10-24 08:26:00,2024-10-24,08:26:00,Thursday,Lisa,Card,Dine In,Completed,19.5,8.5,11.0
311,R000311,2024-10-24 09:03:00,2024-10-24,09:03:00,Thursday,Sarah,Card,Takeaway,Completed,19.5,7.5,12.0
312,R000312,2024-10-24 09:10:00,2024-10-24,09:10:00,Thursday,Emma,Cash,Dine In,Completed,9.5,2.95,6.55
313,R000313,2024-10-24 09:47:00,2024-10-24,09:47:00,Thursday,Mike,Card,Takeaway,Completed,4.5,1.3,3.2
314,R000314,2024-10-24 10:46:00,2024-10-24,10:46:00,Thursday,Sarah,Card,Dine In,Completed,15.5,6.5,9.0
315,R000315,2024-10-24 11:19:00,2024-10-24,11:19:00,Thursday,Mike,Card,Dine In,Completed,8.5,3.8,4.7
316,R000316,2024-10-24 11:42:00,2024-10-24,11:42:00,Thursday,Mike,Card,Takeaway,Completed,26.5,12.3,14.2
317,R000317,2024-10-24 11:47:00,2024-10-24,11:47:00,Thursday,Emma,Card,Dine In,Completed,24.5,11.3,13.2
318,R000318,2024-10-24 12:24:00,2024-10-24,12:24:00,Thursday,Mike,Card,Takeaway,Completed,10.5,3.5,7.0
319,R000319,2024-10-24 12:42:00,2024-10-24,12:42:00,Thursday,Mike,Cash,Dine In,Completed,10.0,4.5,5.5
320,R000320,2024-10-24 14:14:00,2024-10-24,14:14:00,Thursday,Emma,Card,Dine In,Completed,50.0,20.6,29.4
321,R000321,2024-10-24 14:15:00,2024-10-24,14:15:00,Thursday,Mike,Card,Takeaway,Completed,7.0,1.8,5.2
322,R000322,2024-10-24 14:27:00,2024-10-24,14:27:00,Thursday,Mike,Card,Dine In,Completed,10.0,3.25,6.75
323,R000323,2024-10-24 15:50:00,2024-10-24,15:50:00,Thursday,Mike,Card,Dine In,Completed,30.5,13.6,16.9
324,R000324,2024-10-25 09:23:00,2024-10-25,09:23:00,Friday,Sarah,Card,Takeaway,Completed,16.5,6.7,9.8
325,R000325,2024-10-25 10:09:00,2024-10-25,10:09:00,Friday,Sarah,Card,Dine In,Completed,12.0,5.5,6.5
326,R000326,2024-10-25 11:06:00,2024-10-25,11:06:00,Friday,Sarah,Card,Takeaway,Completed,9.0,2.6,6.4
327,R000327,2024-10-25 11:18:00,2024-10-25,11:18:00,Friday,Emma,Card,Dine In,Completed,9.5,4.2,5.3
328,R000328,2024-10-25 11:38:00,2024-10-25,11:38:00,Friday,Lisa,Card,Takeaway,Completed,14.0,4.4,9.6
329,R000329,2024-10-25 11:56:00,2024-10-25,11:56:00,Friday,Mike,Card,Takeaway,Completed,26.5,9.7,16.8
330,R000330,2024-10-25 11:59:00,2024-10-25,11:59:00,Friday,Mike,Cash,Takeaway,Completed,21.0,8.5,12.5
331,R000331,2024-10-25 14:17:00,2024-10-25,14:17:00,Friday,Emma,Card,Takeaway,Completed,5.5,2.0,3.5
332,R000332,2024-10-25 15:15:00,2024-10-25,15:15:00,Friday,Mike,Card,Dine In,Completed,13.0,5.3,7.7
333,R000333,2024-10-26 07:22:00,2024-10-26,07:22:00,Saturday,Sarah,Mobile,Takeaway,Completed,15.0,4.25,10.75
334,R000334,2024-10-26 07:30:00,2024-10-26,07:30:00,Saturday,Lisa,Card,Dine In,Completed,4.5,1.3,3.2
335,R000335,2024-10-26 07:51:00,2024-10-26,07:51:00,Saturday,Tom,Mobile,Dine In,Completed,10.0,4.5,5.5
336,R000336,2024-10-26 08:40:00,2024-10-26,08:40:00,Saturday,Mike,Card,Dine In,Completed,9.0,3.0,6.0
337,R000337,2024-10-26 08:57:00,2024-10-26,08:57:00,Saturday,Sarah,Cash,Dine In,Completed,3.5,0.9,2.6
338,R000338,2024-10-26 09:06:00,2024-10-26,09:06:00,Saturday,Tom,Card,Dine In,Completed,9.5,3.1,6.4
339,R000339,2024-10-26 09:07:00,2024-10-26,09:07:00,Saturday,Lisa,Cash,Takeaway,Completed,17.5,7.6,9.9
340,R000340,2024-10-26 09:12:00,2024-10-26,09:12:00,Saturday,Tom,Card,Takeaway,Completed,25.5,10.9,14.6
341,R000341,2024-10-26 10:03:00,2024-10-26,10:03:00,Saturday,Sarah,Card,Takeaway,Completed,5.0,1.4,3.6
342,R000342,2024-10-26 10:03:00,2024-10-26,10:03:00,Saturday,Tom,Card,Dine In,Completed,14.5,5.7,8.8
343,R000343,2024-10-26 10:03:00,2024-10-26,10:03:00,Saturday,Emma,Card,Takeaway,Completed,23.0,9.0,14.0
344,R000344,2024-10-26 10:39:00,2024-10-26,10:39:00,Saturday,Tom,Cash,Dine In,Completed,10.0,3.5,6.5
345,R000345,2024-10-26 10:43:00,2024-10-26,10:43:00,Saturday,Mike,Cash,Dine In,Completed,14.5,5.7,8.8
346,R000346,2024-10-26 11:03:00,2024-10-26,11:03:00,Saturday,Mike,Card,Dine In,Completed,4.5,1.3,3.2
347,R000347,2024-10-26 12:29:00,2024-10-26,12:29:00,Saturday,Emma,Cash,Dine In,Completed,17.5,7.4,10.1
348,R000348,2024-10-26 12:43:00,2024-10-26,12:43:00,Saturday,Sarah,Card,Takeaway,Completed,4.5,1.2,3.3
349,R000349,2024-10-26 14:43:00,2024-10-26,14:43:00,Saturday,Mike,Card,Dine In,Completed,9.5,2.8,6.7
350,R000350,2024-10-26 14:53:00,2024-10-26,14:53:00,Saturday,Lisa,Card,Dine In,Completed,34.0,15.5,18.5
